Indicador;Idade;Genero;Dependentes;Escolaridade;Estado_Civil;Renda;Cartao;Limite_Credito
0;67;M;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;5876.0
0;48;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;51;F;2;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;9648.0
0;52;M;2;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;55;F;2;Sem Escolaridade;Casado;;Blue;3025.0
0;34;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;3265.0
0;56;M;1;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;6041.0
0;44;F;2;Mestrado;Casado;Menos de 40 Mil;Blue;2293.0
0;47;M;3;Mestrado;;De 80 Mil a 120 Mil;Blue;13399.0
0;46;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;4317.0
0;43;F;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;3378.0
0;50;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;5012.0
0;38;F;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2569.0
0;53;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3471.0
0;43;M;5;Pós-Graduação;Divorciado;Mais de 120 Mil;Silver;34516.0
0;53;M;1;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;3312.0
0;56;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2578.0
1;54;M;2;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;2902.0
0;57;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2742.0
0;62;M;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2077.0
0;46;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;6265.0
0;49;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;7819.0
0;52;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;2731.0
1;58;M;1;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;1438.3
0;54;M;0;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;16286.0
0;49;M;1;Pós-Graduação;Casado;Mais de 120 Mil;Blue;34516.0
0;58;F;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2609.0
0;52;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;7567.0
0;41;M;5;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;22770.0
0;62;F;0;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3791.0
0;54;M;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2702.0
0;40;F;3;Ensino Médio Completo;Divorciado;Menos de 40 Mil;Blue;2555.0
0;43;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;2355.0
0;53;F;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;5332.0
0;55;M;1;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;1443.0
0;46;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;10741.0
0;41;M;1;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;7984.0
0;49;M;3;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;18584.0
0;61;F;0;Pós-Graduação;Casado;;Blue;5585.0
0;46;M;2;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;34516.0
0;50;F;1;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;1438.3
0;40;M;2;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;2478.0
0;51;M;4;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;34516.0
0;50;F;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2339.0
0;47;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2726.0
0;43;M;4;Desconhecido;Casado;Mais de 120 Mil;Blue;14881.0
0;36;F;4;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;1628.0
0;47;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3156.0
0;46;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;4745.0
0;46;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;19727.0
0;52;M;0;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;22720.0
0;43;M;4;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;8129.0
0;40;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3751.0
0;54;F;4;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;1594.0
0;55;F;1;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;2569.0
0;49;F;4;Mestrado;Solteiro;;Blue;18206.0
0;45;M;4;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;3104.0
0;49;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2406.0
0;63;M;1;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;24571.0
0;40;F;3;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Gold;15534.0
0;41;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Silver;12301.0
0;37;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;2846.0
0;58;M;2;Sem Escolaridade;;Mais de 120 Mil;Blue;9788.0
0;55;M;2;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;7231.0
0;53;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2324.0
0;57;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;12208.0
1;43;M;4;Mestrado;;De 80 Mil a 120 Mil;Blue;5639.0
0;58;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;10021.0
0;64;M;0;Desconhecido;Casado;Menos de 40 Mil;Blue;2215.0
0;54;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2027.0
0;53;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;6363.0
0;39;F;3;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;3920.0
0;56;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;9226.0
0;54;F;4;Desconhecido;Divorciado;Menos de 40 Mil;Blue;9376.0
0;59;F;1;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;1944.0
0;42;M;3;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;9599.0
0;42;M;4;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Silver;28202.0
0;43;M;3;Ensino Superior Completo;;De 80 Mil a 120 Mil;Blue;24850.0
0;55;M;0;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;3805.0
0;52;M;1;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;2733.0
0;46;M;1;Sem Escolaridade;;De 40 Mil a 60 Mil;Blue;12781.0
1;57;M;2;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;3106.0
0;48;M;3;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;7477.0
0;45;M;4;Desconhecido;Casado;Mais de 120 Mil;Blue;34516.0
0;48;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;29963.0
0;47;M;1;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6509.0
1;42;M;3;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;13450.0
0;41;M;2;Pós-Graduação;;De 60 Mil a 80 Mil;Silver;27000.0
0;51;M;4;Ensino Superior Completo;Casado;Mais de 120 Mil;Silver;34516.0
0;55;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;6347.0
0;67;M;1;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;3106.0
0;39;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;2536.0
0;54;M;3;Mestrado;Solteiro;De 60 Mil a 80 Mil;Blue;13048.0
0;55;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;2453.0
0;47;M;3;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Silver;16138.0
0;49;M;2;Mestrado;Casado;De 60 Mil a 80 Mil;Blue;8077.0
1;42;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1929.0
0;57;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;3127.0
0;44;M;5;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;8645.0
0;56;M;3;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;1438.3
1;49;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;2185.0
0;45;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;24487.0
0;63;M;0;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;2567.0
0;44;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;4131.0
0;44;F;4;Ensino Superior Completo;Casado;Menos de 40 Mil;Silver;10790.0
0;40;M;3;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;6884.0
1;39;M;2;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;13961.0
0;42;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;29801.0
0;54;M;3;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;13219.0
1;58;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;2536.0
0;46;F;4;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;9478.0
0;47;F;4;Desconhecido;Divorciado;De 40 Mil a 60 Mil;Blue;3502.0
0;67;F;0;Desconhecido;Casado;;Blue;10509.0
0;50;F;2;Ensino Superior Completo;Divorciado;Menos de 40 Mil;Blue;1491.0
0;55;M;0;Ensino Médio Completo;Divorciado;De 60 Mil a 80 Mil;Blue;9734.0
0;46;F;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2305.0
0;47;F;4;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;14241.0
0;36;F;2;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;4789.0
0;40;M;4;Doutorado;Divorciado;De 60 Mil a 80 Mil;Blue;23138.0
0;57;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;23008.0
0;48;M;1;Desconhecido;Divorciado;De 80 Mil a 120 Mil;Blue;3131.0
0;58;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5798.0
0;48;M;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6880.0
0;48;M;3;Pós-Graduação;;De 80 Mil a 120 Mil;Platinum;34516.0
0;53;F;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;2075.0
0;50;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;4589.0
1;52;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2317.0
1;53;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;1981.0
0;56;F;1;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;6038.0
0;44;M;5;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;14910.0
0;49;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;29659.0
1;54;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;4320.0
0;39;F;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;11213.0
0;39;F;3;Sem Escolaridade;Divorciado;;Blue;26181.0
0;41;F;4;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;5773.0
1;53;M;2;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;4503.0
0;47;M;3;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;29770.0
0;46;F;2;Mestrado;Casado;Menos de 40 Mil;Blue;5014.0
0;53;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3445.0
0;60;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;23412.0
0;59;F;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3044.0
0;38;M;1;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;14596.0
0;56;M;4;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;3864.0
1;35;M;3;Mestrado;;De 80 Mil a 120 Mil;Blue;17030.0
0;50;M;3;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;23090.0
0;53;M;2;Mestrado;;De 80 Mil a 120 Mil;Blue;29205.0
0;63;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;14035.0
1;43;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2962.0
0;46;M;2;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;18578.0
0;61;M;1;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;2201.0
0;37;F;0;Mestrado;Casado;Menos de 40 Mil;Blue;2061.0
0;42;F;5;Doutorado;Casado;;Blue;24602.0
0;41;M;2;Sem Escolaridade;Divorciado;Mais de 120 Mil;Blue;15911.0
1;56;M;2;Ensino Superior Completo;Solteiro;Mais de 120 Mil;Blue;16867.0
0;56;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;2783.0
1;52;F;3;Mestrado;Solteiro;Menos de 40 Mil;Blue;2972.0
0;40;F;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;5124.0
0;63;M;1;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2880.0
0;58;M;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;5579.0
0;58;M;4;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;12010.0
0;46;M;2;Sem Escolaridade;Divorciado;De 80 Mil a 120 Mil;Blue;34516.0
0;37;F;1;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;4394.0
0;46;M;4;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;18325.0
0;46;F;4;Mestrado;Casado;Menos de 40 Mil;Blue;3773.0
0;41;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;21684.0
0;48;F;3;Ensino Médio Completo;Divorciado;De 40 Mil a 60 Mil;Blue;1919.0
0;49;F;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;9995.0
0;44;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;11910.0
0;39;F;3;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;2279.0
0;57;M;1;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;3539.0
0;48;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;30579.0
0;47;M;3;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;24480.0
0;56;F;1;Sem Escolaridade;Divorciado;;Blue;17561.0
0;54;F;0;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;1638.0
0;54;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;2947.0
0;52;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;5738.0
0;43;M;4;Desconhecido;;Mais de 120 Mil;Blue;33304.0
0;59;M;1;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Blue;7251.0
0;44;M;1;Desconhecido;Casado;;Blue;2885.0
0;56;F;1;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;2641.0
0;45;F;4;Pós-Graduação;Casado;;Blue;2801.0
0;55;M;1;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;16794.0
0;48;F;3;Ensino Superior Completo;Divorciado;De 40 Mil a 60 Mil;Blue;9336.0
0;56;F;5;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;2763.0
0;41;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;17391.0
0;65;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3198.0
0;34;M;4;Mestrado;Solteiro;De 80 Mil a 120 Mil;Blue;5100.0
0;56;M;3;Mestrado;Casado;De 60 Mil a 80 Mil;Blue;3955.0
0;62;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3140.0
1;45;F;3;Sem Escolaridade;Solteiro;;Blue;4028.0
0;38;F;2;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2264.0
0;49;M;3;Desconhecido;;Mais de 120 Mil;Blue;21620.0
0;58;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;6385.0
0;41;F;4;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;2375.0
0;33;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;1963.0
0;47;F;4;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;4256.0
0;56;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5097.0
0;51;M;1;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;3228.0
0;49;M;1;Pós-Graduação;;De 40 Mil a 60 Mil;Silver;20231.0
1;50;M;1;Desconhecido;Solteiro;Mais de 120 Mil;Blue;27512.0
0;55;F;3;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;1929.0
0;26;M;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;2585.0
1;58;M;1;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;12151.0
0;46;M;3;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Gold;34516.0
0;48;M;4;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;34516.0
0;42;M;4;Sem Escolaridade;Divorciado;De 60 Mil a 80 Mil;Blue;5504.0
0;37;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;10021.0
0;63;F;0;Desconhecido;Casado;Menos de 40 Mil;Blue;3558.0
0;50;M;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Silver;19853.0
0;41;F;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;4969.0
0;48;F;3;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;3117.0
0;46;M;2;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;21526.0
0;61;M;0;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;5504.0
0;59;F;0;Desconhecido;Casado;Menos de 40 Mil;Blue;5512.0
1;53;F;2;Doutorado;Casado;;Blue;1438.3
0;39;F;3;Doutorado;;De 40 Mil a 60 Mil;Blue;7262.0
0;51;M;3;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;7319.0
1;45;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;1438.3
0;48;M;4;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;7712.0
0;47;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;2053.0
0;41;M;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;12804.0
0;48;M;4;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;26443.0
0;50;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3125.0
0;56;F;2;Mestrado;Casado;Menos de 40 Mil;Blue;4930.0
0;39;F;2;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;9476.0
0;47;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;11722.0
0;44;M;2;Pós-Graduação;Solteiro;Mais de 120 Mil;Blue;13301.0
0;61;F;1;Desconhecido;Casado;;Blue;1438.3
1;43;F;2;Mestrado;Casado;Menos de 40 Mil;Blue;1438.3
1;59;M;1;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;6705.0
0;42;F;2;Sem Escolaridade;Casado;;Blue;22718.0
0;40;M;4;Desconhecido;Divorciado;De 40 Mil a 60 Mil;Gold;23981.0
0;65;M;2;Desconhecido;Casado;Menos de 40 Mil;Blue;2318.0
0;48;M;1;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;19324.0
0;44;M;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;5331.0
0;36;F;4;Desconhecido;Casado;;Blue;15700.0
0;45;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;17625.0
0;39;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;17438.0
0;40;M;4;Ensino Superior Completo;;De 80 Mil a 120 Mil;Blue;1962.0
1;62;M;0;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;8077.0
0;26;M;0;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;3290.0
0;60;M;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;2402.0
0;54;F;3;Doutorado;Solteiro;Menos de 40 Mil;Blue;9256.0
0;62;M;0;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;3674.0
1;57;M;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;6462.0
0;59;M;0;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;1638.0
0;46;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;4335.0
0;44;M;4;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;3233.0
1;48;M;4;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;11862.0
0;43;M;2;Sem Escolaridade;Divorciado;Mais de 120 Mil;Silver;34516.0
0;57;M;4;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;19802.0
0;46;M;3;Ensino Superior Completo;;De 80 Mil a 120 Mil;Blue;24869.0
0;40;M;3;Ensino Médio Completo;;De 60 Mil a 80 Mil;Blue;3624.0
0;54;M;1;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;6175.0
0;57;F;1;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;10953.0
0;44;M;4;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;11338.0
0;47;F;2;Doutorado;Casado;Menos de 40 Mil;Blue;5544.0
0;47;M;4;Doutorado;Casado;De 60 Mil a 80 Mil;Blue;19665.0
0;50;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2927.0
0;53;F;3;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Blue;5146.0
1;56;M;1;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;1704.0
1;55;M;1;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;1438.3
0;53;F;4;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;2974.0
1;61;M;1;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;5472.0
0;57;M;2;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;2736.0
0;50;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;1438.3
0;56;F;2;Desconhecido;Casado;;Blue;5406.0
0;52;M;2;Pós-Graduação;Solteiro;Mais de 120 Mil;Blue;34516.0
0;60;M;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1976.0
0;49;M;4;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;8714.0
0;46;F;4;Doutorado;Divorciado;Menos de 40 Mil;Blue;8693.0
0;42;M;1;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;9247.0
0;45;M;3;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;7717.0
1;45;F;4;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;4908.0
1;44;F;3;Doutorado;Casado;Menos de 40 Mil;Blue;7222.0
0;61;M;0;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;21740.0
1;55;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;2323.0
0;44;M;4;Desconhecido;Divorciado;De 60 Mil a 80 Mil;Blue;7788.0
1;55;F;1;Desconhecido;Casado;Menos de 40 Mil;Blue;1438.3
0;57;M;2;Desconhecido;Casado;Mais de 120 Mil;Blue;23700.0
0;45;M;2;Doutorado;Casado;De 80 Mil a 120 Mil;Blue;11710.0
0;57;F;0;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;2278.0
0;31;M;0;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;4048.0
0;34;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3663.0
1;53;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;1438.3
0;35;F;1;Ensino Superior Completo;Solteiro;;Blue;3518.0
0;44;F;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;1717.0
0;50;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;16813.0
0;33;M;3;Mestrado;Casado;De 80 Mil a 120 Mil;Blue;16434.0
0;50;M;3;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;21872.0
0;51;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;15897.0
0;56;F;4;Desconhecido;Casado;Menos de 40 Mil;Blue;4271.0
0;55;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;7361.0
0;26;M;0;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;1438.3
0;42;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;8628.0
0;54;M;2;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;18750.0
0;44;F;3;Pós-Graduação;Casado;;Blue;21242.0
0;65;F;0;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;2961.0
0;38;F;3;Ensino Médio Completo;Casado;;Blue;11327.0
0;58;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;8308.0
0;39;F;3;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;3249.0
0;52;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;2981.0
0;45;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;8829.0
0;42;M;3;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;3714.0
1;42;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;7340.0
0;57;M;4;Mestrado;Casado;Mais de 120 Mil;Blue;16952.0
1;55;M;3;Doutorado;Solteiro;De 80 Mil a 120 Mil;Blue;20865.0
0;44;F;3;Ensino Superior Completo;;Menos de 40 Mil;Blue;3083.0
0;37;F;3;Pós-Graduação;Casado;;Blue;10584.0
0;50;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;2240.0
0;51;M;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;12240.0
0;37;M;1;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;5120.0
0;36;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3124.0
0;51;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Silver;11261.0
0;65;M;1;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;2468.0
0;43;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;22157.0
0;46;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;11477.0
0;43;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3933.0
0;56;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;8022.0
0;43;M;3;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;13771.0
1;53;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;30271.0
